word,category,mean Happiness,mean Anger,mean Sadness,mean Fear,mean Disgust,distance to H,distance to A,distance to S,distance to F,distance to D,distance to N
wykwintny,U,4.9615383,1.3846154,1.3076923,1.5,1.1153846,2.522302,7.1765976,7.235305,7.050451,7.402541,4.291548
luksusowy,U,5.269231,1.8846154,1.7692307,1.5384616,1.6923077,2.9789712,7.323079,7.35794,7.5790133,7.4288807,5.036114
samolot,U,4.1923075,1.3076923,1.4615384,2.9230769,1.3076923,4.034285,7.347326,7.216298,5.816418,7.3576756,4.299329
"zostawać",U,3.1923077,1.6923077,2.2307692,2.5384614,1.5,5.055302,6.839989,6.312221,6.028306,6.9821477,3.7477515
"pokój",U,4.769231,1.4230769,1.5769231,1.5769231,1.3461539,3.0485854,7.413944,7.2576685,7.3018804,7.4525857,4.3383775
"lekkomyślność",U,1.6923077,3.7692308,3.2307692,3.1923077,2.3846154,7.7619114,6.0303884,6.5265703,6.618749,7.2331777,5.243951
aplauz,U,5.1153846,1.6153846,1.5,1.8076923,1.6153846,2.9890711,7.3783107,7.480449,7.1567273,7.354185,4.857011
pycha,U,1.4615384,3.7692308,3.0769231,3.0,4.1923075,8.199011,6.4263606,7.0514774,7.123864,5.722474,5.982477
"wyruszać",U,4.5384617,1.4615384,1.7307693,2.8076923,1.3461539,3.9587948,7.328941,7.0585117,6.1468844,7.434138,4.4522867
oszustwo,U,1.0384616,4.9615383,4.5384617,4.423077,4.923077,10.065953,7.399909,7.8124666,7.8115387,7.4784527,7.875231
jazz,U,3.3461537,1.6153846,1.9230769,1.3846154,1.4615384,4.4670095,6.672683,6.3376093,6.860913,6.785462,3.347099
"satysfakcjonować",U,5.0,1.5384616,1.5,1.9615384,1.5769231,2.9558253,7.419776,7.47441,7.0964603,7.396624,4.8522134
pazur,U,2.0384614,2.1538463,1.9615384,2.7692308,2.7307692,6.480271,6.507416,6.6492214,5.8639584,5.8282723,3.7151327
klej,U,2.1538463,1.8461539,1.4230769,2.0384614,2.0769231,5.6729994,6.143513,6.5392923,5.890154,5.8901095,2.652042
"wykończyć",U,1.9615384,3.1538463,3.5,3.4615386,2.7307692,7.3131356,6.8543363,6.5361843,6.597314,7.211685,5.399113
bluzka,U,3.2307692,1.3846154,1.3846154,1.4615384,1.2307693,4.248726,6.5732927,6.573506,6.495186,6.7114224,2.6478686
"przypominać",U,2.7692308,2.5,1.8461539,1.9230769,1.4615384,5.3099446,5.6570554,6.382668,6.345479,6.7095137,3.3154674
kawowy,U,4.076923,1.3846154,1.1538461,1.0769231,1.3461539,3.175404,6.7255526,6.9417944,7.0222526,6.6898746,3.4553435
monogamiczny,U,3.9615386,1.5769231,1.5769231,2.0,1.3076923,3.9992218,6.924672,6.951523,6.5856714,7.121949,3.7465377
"poronić",U,1.2692307,4.5,5.8846154,5.269231,3.5,10.353723,8.428657,7.1538,7.85034,9.064238,8.47618
zatarg,U,1.3461539,3.7307692,3.4230769,3.8461537,2.4230769,8.09134,6.1479745,6.502189,5.9662457,7.2923326,5.361318
bezkonfliktowy,U,4.4615383,1.4615384,1.6538461,1.7692307,1.3461539,3.3262072,7.1475043,6.976677,6.850285,7.26228,4.2075677
bankructwo,U,1.0,4.8846154,4.8076925,5.4615383,3.3076923,10.172579,7.6374516,7.7741466,7.072582,8.819131,7.873214
odsetki,U,2.8076923,2.8461537,2.7692308,3.2692308,2.3076923,6.177686,7.0230865,7.077576,6.4774094,7.4484663,5.449336
centralny,U,2.0384614,1.8846154,1.9615384,2.1923077,2.2307692,6.171588,6.631927,6.5863976,6.3853016,6.3510647,3.0287716
"rozbój",U,1.3076923,4.269231,3.2692308,4.8076925,3.7307692,9.034618,6.924113,7.825185,6.383118,7.3385262,6.640115
mit,U,2.3076923,2.0384614,2.2692308,1.8846154,1.5769231,5.7999735,6.286043,6.097097,6.4207034,6.648152,3.0758116
administracja,U,1.7307693,3.3846154,2.1923077,2.5769231,2.6538463,7.1842833,5.785698,6.970444,6.6647873,6.5635433,4.344772
pistolet,U,1.7692307,3.2307692,3.1538463,4.8076925,3.3076923,8.210604,7.4445896,7.56999,5.8335013,7.393562,6.1697946
"zwiększenie",U,3.8846154,1.5,1.3846154,1.9615384,1.1923077,3.759253,6.664255,6.7660394,6.2016516,6.952342,3.5053046
wspomnienie,U,4.3846154,2.0384614,3.6153846,2.4615386,1.6923077,4.8945217,7.460387,6.0302114,7.102529,7.7049823,5.40592
spisek,U,1.2307693,3.8076923,3.3846154,4.3846154,3.7307692,8.788092,6.936022,7.2950964,6.347379,6.82218,6.3869114
"dążyć",U,4.0384617,1.5769231,1.6153846,2.5,1.2307693,4.023304,6.9304075,6.915008,6.069333,7.233186,3.999082
zakon,U,1.7692307,2.0384614,2.6538463,2.7692308,2.1538463,6.7159405,6.7492394,6.165313,6.0222807,6.4866953,3.7172854
milion,U,5.1538463,1.2692307,1.5,1.8076923,1.2692307,2.7006571,7.5857644,7.3811874,7.0925817,7.5440326,4.705324
"ostrożny",U,3.0769231,1.6923077,1.7307693,2.5769231,1.4230769,4.9891644,6.5267386,6.522293,5.638807,6.795882,3.473142
"szczepić",U,1.8076923,2.0384614,2.0769231,2.9230769,2.2692308,6.6497927,6.7389297,6.717422,5.778473,6.5315146,3.5922449
altruistyczny,U,3.4230769,1.6538461,1.7692307,1.6923077,1.4230769,4.5197306,6.814598,6.740601,6.817091,6.9845223,3.3968747
"pogrzebać",U,1.0769231,3.5384614,5.4615383,4.923077,3.6923077,9.839019,8.295458,6.726158,7.2760344,8.160283,7.500646
wydatek,U,1.8846154,3.6923077,3.5,3.3461537,2.3461537,7.4956155,6.2083836,6.3463297,6.53304,7.358401,5.4084263
pacjent,U,1.2692307,2.8076923,3.5769231,3.9230769,2.6923077,8.107794,7.1045375,6.407011,6.0628257,7.219721,5.226908
godzina,U,2.2307692,2.1538463,1.9230769,2.7307692,1.3846154,5.931734,6.180665,6.4446826,5.5792093,6.8636847,3.234157
"piekło",U,1.3846154,3.3076923,4.0,5.576923,4.230769,9.390235,8.416971,7.976089,6.3861384,7.7425466,7.470616
kucyk,U,4.269231,1.5,1.5769231,1.5384616,1.3846154,3.549374,6.9852686,6.8984036,6.9598355,7.069488,3.8004305
"wzór",U,4.076923,1.6153846,1.3076923,2.0384614,1.5384616,3.7488985,6.8877892,7.15922,6.4856777,6.9390163,3.905455
"uważny",U,3.3076923,1.4230769,1.4615384,1.5384616,1.3461539,4.2248373,6.5592647,6.527593,6.422737,6.6281433,2.8443146
"palić",U,2.3846154,3.5769231,2.8846154,2.6538463,3.7692308,7.221327,6.795516,7.4192624,7.556255,6.451757,5.9462714
"owdowieć",U,1.0769231,3.7307692,5.769231,4.730769,2.4230769,9.627978,7.9285994,5.8904977,7.1653214,8.812125,7.270986
"konać",U,1.4615384,3.1538463,4.8846154,4.769231,3.3461537,9.136047,8.105081,6.67969,6.86659,8.066067,6.9918833
knajpa,U,3.8076923,1.4615384,1.5384616,2.0384614,1.9230769,4.032235,6.868536,6.8022003,6.3006954,6.3782597,3.9331136
"zazdrościć",U,1.3076923,4.6538463,4.269231,3.6923077,3.1153846,8.9713,6.4902573,6.7822394,7.3938513,7.6510797,6.5601063
"działalność",U,3.5769231,1.8461539,1.7307693,2.5769231,1.3846154,4.491044,6.6540475,6.759751,5.9297733,7.078501,3.7274523
"szukać",U,2.8846154,2.9615386,2.3846154,2.9615386,1.5769231,5.807342,5.9524355,6.4858074,5.9637704,7.222873,4.350654
polityka,U,1.8076923,4.1538463,3.0384614,3.2692308,4.3461537,8.37034,6.65343,7.5199437,7.3930936,6.269427,6.443006
popielaty,U,1.9230769,1.4615384,2.5769231,1.8846154,1.8846154,6.1290994,6.74252,5.567566,6.352135,6.321475,2.9293833
para,U,5.423077,1.4230769,1.8461539,1.8076923,1.1153846,2.797674,7.6292396,7.308491,7.3363886,7.877462,4.8805656
rycerski,U,4.0,1.7307693,1.6538461,1.5,1.0769231,3.6353421,6.5370684,6.6518736,6.797536,7.1676607,3.700003
stadium,U,1.6153846,2.1923077,2.5,2.6538463,1.6538461,6.759066,6.41889,6.182312,5.9989705,6.876797,3.1036108
upalny,U,4.1923075,2.3461537,1.3846154,1.5,1.7692307,3.842037,6.33318,7.207429,7.107821,6.9026666,4.316768
areszt,U,1.3076923,3.7692308,4.076923,4.730769,2.9615386,8.797298,7.112997,6.8389583,6.085971,7.7443614,6.483877
"skórka",U,1.6538461,1.7692307,1.5,1.9230769,2.2307692,6.092002,6.073667,6.3291655,5.935031,5.5121255,2.5698366
"piłka",U,4.076923,1.6153846,1.5384616,1.6153846,1.2692307,3.6486075,6.719998,6.7662144,6.679492,7.013687,3.623112
kreatywny,U,5.0,1.6923077,1.5,1.8076923,1.1923077,2.864036,7.3097434,7.480454,7.1834307,7.6678324,4.762055
naiwny,U,1.6153846,3.4230769,4.1153846,3.5,2.7692308,8.007132,6.7039514,6.064474,6.615651,7.2587147,5.8020535
safari,U,4.6538463,1.3076923,1.4230769,2.6538463,1.3846154,3.5847144,7.424743,7.3068104,6.182061,7.3476605,4.4579606
"nagrywać",U,3.0384614,2.6538463,1.8076923,3.4230769,2.0384614,6.0428166,6.516212,7.299664,5.728818,7.0824895,4.654811
"półżywy",U,1.2692307,2.3461537,3.9615386,4.3461537,2.5384614,8.154737,7.3710575,5.9716763,5.5335608,7.1975474,5.4875903
ocena,U,2.8846154,3.0,2.7307692,4.0384617,1.9230769,6.422515,6.7012415,6.9190927,5.5427723,7.558139,5.263656
domostwo,U,4.9615383,1.3846154,1.6153846,1.6538461,1.3461539,2.8271508,7.409375,7.2146535,7.181515,7.469926,4.4910426
mimika,U,3.1538463,2.0769231,1.7692307,1.8461539,1.6923077,4.848336,6.2378135,6.569601,6.497068,6.654687,3.405631
"importować",U,2.8076923,1.7692307,1.4615384,1.9615384,1.4615384,4.8857937,6.1858187,6.5227575,5.9845014,6.5100226,2.8514955
zbrodnia,U,1.0384616,4.3076925,4.3076925,4.923077,4.8846154,9.964055,7.7910266,7.827785,7.342465,7.338916,7.705651
nerka,U,2.0769231,1.5384616,2.1538463,2.6538463,2.2692308,6.19105,6.896542,6.313836,5.7853503,6.2293615,3.4830427
"siedzieć",U,2.7692308,2.1538463,2.1153846,1.5769231,1.8076923,5.25079,6.2227926,6.236557,6.774226,6.5332055,3.2870398
motocykl,U,3.6153846,1.8076923,1.6153846,3.2307692,1.6923077,4.92973,7.1850867,7.383962,5.7876782,7.2688622,4.565838
krok,U,3.5384614,1.4230769,1.3846154,1.9615384,1.1923077,4.0306606,6.628406,6.6797,6.092042,6.8596168,3.1990361
"oklaskiwać",U,4.730769,1.3846154,1.3461539,1.3846154,1.3461539,2.7697818,7.1533194,7.204145,7.186826,7.2078395,4.192874
"skąpić",U,1.4230769,3.6153846,2.7692308,2.4230769,3.1153846,7.514506,5.562276,6.4960904,6.7869773,6.0930257,4.8000536
"wieczór",U,4.8076925,1.5,1.8846154,1.9230769,1.1923077,3.1498015,7.279542,6.9649005,6.8922243,7.500391,4.5400286
mewa,U,3.6923077,1.8461539,2.0,1.4230769,1.4615384,4.4054766,6.5861645,6.3862224,6.92737,6.926262,3.6379545
"ukłucie",U,1.3461539,3.1923077,2.9615386,4.0,3.0769231,8.086311,6.597028,6.87416,5.9829354,6.8087964,5.337862
zwyrodnialec,U,1.2307693,4.9615383,3.2307692,4.5384617,5.3461537,9.786183,7.212059,8.538824,7.6112857,6.8616757,7.6508946
"pałać",U,3.7692308,1.6153846,1.5,1.5,1.3461539,3.7543006,6.5262356,6.6466136,6.616264,6.739519,3.4315317
"bliskość",U,5.8461537,1.5,2.0769231,2.2307692,1.2692307,2.6620138,7.8431244,7.427157,7.283332,8.033571,5.576099
"strój",U,3.3846154,1.6538461,1.3461539,1.7692307,1.5384616,4.2612405,6.5333257,6.7656827,6.331177,6.595808,3.3485665
"prośba",U,2.9615386,2.1923077,1.8846154,2.8461537,1.7692307,5.3687186,6.455843,6.7398357,5.8115277,6.822646,4.0192227
"napotykać",U,3.3846154,1.6538461,1.5769231,2.1538463,1.3076923,4.341777,6.4110446,6.4811125,5.912261,6.729616,3.268876
"bezcześcić",U,1.1538461,4.923077,4.230769,3.5769231,4.5,9.431534,6.6881413,7.1824985,7.8102603,7.0816913,7.1225047
partia,U,1.6538461,3.6538463,2.6538463,2.6153846,3.3076923,7.4323735,5.96954,6.895693,6.9295206,6.267059,4.943662
"przyznawać",U,2.6538463,1.7307693,2.0,2.5769231,1.5,5.3755436,6.5277033,6.262196,5.6727076,6.754572,3.4582875
kandydat,U,3.1153846,1.8461539,1.5384616,1.9230769,1.4230769,4.6795254,6.281661,6.540588,6.1820636,6.650133,3.056349
"sęp",U,1.6923077,4.1153846,2.5384614,3.1538463,3.9615386,7.949813,6.162287,7.608483,7.11603,6.2716784,5.935765
cwany,U,2.1923077,3.8461537,2.4230769,2.9615386,3.3846154,7.1268697,5.8254414,7.1760135,6.7522516,6.286475,5.4747806
skrupulatny,U,3.7692308,1.8846154,1.6923077,1.8076923,1.4615384,3.981613,6.5232587,6.725668,6.6066136,6.935788,3.931324
"zakładać",U,2.9615386,1.6538461,1.3846154,1.9230769,1.3461539,4.6861696,6.2346287,6.4791675,5.9258404,6.4814177,2.7015011
"przyzwalać",U,3.1923077,2.1153846,1.7692307,2.4230769,1.7692307,5.0365863,6.3695774,6.76016,6.1368504,6.738448,4.065533
pasterz,U,3.3076923,1.1538461,1.5384616,1.3846154,1.1153846,4.0538282,6.7004695,6.3310084,6.4188952,6.7247725,2.7050939
"ksiądz",U,2.1153846,2.8846154,2.6153846,2.6923077,2.1153846,6.5410156,5.882604,6.2390513,6.052949,6.653025,4.1559067
"podawać",U,2.8846154,1.6538461,1.5384616,1.6153846,1.3076923,4.749244,6.3402157,6.4210577,6.3770456,6.652421,2.5749002
wizerunek,U,3.8076923,1.6923077,1.5769231,2.1538463,1.6153846,4.135775,6.8317785,6.945271,6.3874593,6.880226,3.894472
"ważyć",U,1.8846154,2.5384614,2.1923077,2.6153846,2.1153846,6.654726,6.3448796,6.6826987,6.325469,6.787288,3.4667056
"sława",U,4.576923,1.6153846,1.5,2.6153846,1.5384616,3.7776752,7.278423,7.3972135,6.364802,7.3126993,4.7066426
"grób",U,1.2307693,3.1153846,5.6153846,4.6538463,2.8076923,9.291125,8.128153,5.7145176,6.8073735,8.261894,7.1592484
"żytni",U,2.8461537,1.6153846,1.3461539,1.2692307,1.5769231,4.6263227,6.41386,6.647603,6.726716,6.3842773,2.782581
"nieżyciowy",U,1.4615384,3.7692308,3.3461537,2.5384614,2.6538463,7.6827245,5.8522677,6.1464972,7.004726,6.894633,5.1273985
"kościół",U,2.8461537,2.9230769,2.5384614,2.6538463,2.3076923,6.0294957,6.52478,6.8577495,6.723707,7.016911,4.6959662
"polecać",U,4.076923,1.6153846,1.5769231,1.6538461,1.4615384,3.614121,6.8796988,6.903741,6.832547,6.9849243,3.8574724
"kontrolować",U,2.5384614,3.5769231,3.0,2.9230769,2.4615386,6.650477,6.1312456,6.802025,6.846385,7.1794157,5.3829885
notariusz,U,1.5769231,2.5769231,2.5769231,3.0769231,2.1153846,7.0324078,6.3611755,6.2664905,5.738604,6.7513804,4.1455283
"męczarnia",U,1.0,4.230769,4.769231,4.6538463,3.5384614,9.587763,7.2299814,6.86881,7.0231752,7.8947077,7.2567143
"wyznawać",U,3.3846154,1.5769231,1.6923077,2.5,1.4230769,4.6306043,6.6231174,6.531866,5.790222,6.7608595,3.4946377
"łazienka",U,3.3076923,1.1538461,1.1538461,1.4230769,1.3846154,4.021433,6.6302824,6.615967,6.3349476,6.4025245,2.6319532
triumfalny,U,5.076923,1.7692307,1.3076923,1.6153846,1.3846154,2.7465897,7.215442,7.618358,7.334199,7.558923,4.792893
okulary,U,2.3846154,2.0384614,1.8461539,1.8846154,1.3076923,5.360095,5.9055986,6.157621,6.080094,6.648869,2.9335077
"łagodny",U,4.423077,1.3846154,1.6538461,1.0769231,1.3461539,3.182448,6.8725452,6.711056,7.1912155,6.9194813,3.8633375
chleb,U,5.076923,1.3846154,1.6923077,1.5,1.4230769,2.6162162,7.6239934,7.355698,7.5073385,7.5959854,4.8761697
"nobilitować",U,3.3076923,1.5769231,1.3846154,1.4230769,1.3846154,4.380603,6.60109,6.7498264,6.7177715,6.7834735,2.97495
ptak,U,4.9615383,1.6153846,1.5,1.2307693,1.4615384,2.7412746,7.0342298,7.210835,7.4448633,7.21767,4.514658
piosenka,U,5.5,1.5384616,2.3846154,1.1923077,1.1923077,2.6838648,7.6160727,6.979703,7.976062,7.965656,5.3665752
"samobójstwo",U,1.4230769,3.6538463,6.0,4.8076925,3.8846154,9.945772,8.6339855,6.521238,7.7510157,8.395803,8.192448
konkurencyjny,U,2.2307692,3.5,2.1923077,3.1923077,2.3461537,6.7141147,5.5478625,6.8908362,5.8681993,6.7414174,4.948875
wojowniczy,U,3.1153846,3.3461537,1.8846154,3.2307692,1.4615384,5.7146354,5.8835177,7.227433,5.938255,7.5463185,4.8491015
"ruszać",U,3.0769231,1.7692307,1.6153846,1.8076923,1.5384616,4.8177533,6.443639,6.629263,6.482243,6.6626554,3.2042806
bagno,U,1.7692307,2.5384614,2.5384614,3.5769231,4.1538463,7.6230445,7.3113017,7.351389,6.361555,5.6775713,5.695448
"przygotowywać",U,3.9615386,2.1153846,1.5769231,2.0384614,1.3846154,3.9826734,6.426791,6.9848533,6.505608,7.115283,4.1529207
tradycyjny,U,3.3076923,2.3846154,1.9230769,1.8846154,1.8846154,4.705838,6.019681,6.476881,6.5138397,6.495296,3.9192286
"dbać",U,5.076923,1.3076923,1.5769231,1.5,1.2307693,2.5715244,7.284647,7.07225,7.125223,7.3614283,4.4367237
dodatek,U,4.3461537,1.3461539,1.3846154,1.4230769,1.3846154,3.1274402,6.9527235,6.9385443,6.8728585,6.9123907,3.8041775
"dokładność",U,5.076923,1.3076923,1.3461539,1.6538461,1.1923077,2.58283,7.2837777,7.2502966,7.0200186,7.384208,4.426422
"latorośl",U,4.1538463,1.5,1.4230769,1.6923077,1.5,3.55828,6.9507213,7.0395026,6.8082275,6.846656,4.0334044
"znać",U,4.5384617,1.2692307,1.3461539,1.2692307,1.3076923,2.9010794,7.0389514,6.9745054,7.046382,6.993334,3.7801886
"zakłamany",U,1.2307693,4.730769,3.6923077,3.0769231,4.4615383,8.920076,6.0954337,7.060552,7.6626835,6.418704,6.6410327
szkielet,U,1.7692307,2.1153846,3.4230769,3.6923077,3.1923077,7.4978967,7.38144,6.339277,6.020033,6.4154944,5.188202
"zdjęcie",U,4.423077,1.6538461,2.4615386,1.6538461,1.4615384,3.9264376,7.206492,6.5219073,7.1753583,7.362405,4.488193
"odczuwać",U,4.076923,1.6153846,2.2307692,2.3846154,1.5769231,4.3518147,7.1370387,6.6251187,6.46777,7.1988726,4.306361
cios,U,1.5384616,3.8461537,3.9230769,4.576923,2.3846154,8.400875,6.753085,6.704578,6.082977,7.9879766,6.2351604
"magazynować",U,2.2692308,2.0384614,1.9615384,1.9230769,1.7692307,5.7452803,6.2759876,6.372176,6.4377975,6.579529,3.0522616
huragan,U,1.1153846,3.2692308,3.8461537,4.6538463,2.5769231,8.70303,7.1819363,6.698786,5.8927107,7.644023,5.983379
"złość",U,1.1538461,4.8461537,3.8846154,3.3846154,2.6153846,8.660087,5.5118895,6.5872903,7.037008,7.687629,6.0345817
palec,U,2.8461537,1.3461539,1.5,1.4615384,1.3846154,4.5063496,6.428194,6.2444468,6.2764416,6.373611,2.7159271
"łuk",U,2.6538463,1.5769231,1.3461539,2.3076923,1.3076923,5.044439,6.473192,6.6771936,5.5790195,6.751609,3.025102
turban,U,2.4230769,2.1538463,1.9230769,2.0769231,1.9615384,5.65843,6.2677913,6.547877,6.342548,6.443061,3.4116988
zaraza,U,1.0,3.0769231,3.5769231,4.9615383,4.923077,9.544303,8.246992,7.7904453,6.6244135,6.621242,7.1320276
weranda,U,3.8846154,1.2692307,1.3461539,1.0384616,1.3461539,3.4079554,6.7452674,6.6951694,6.9662127,6.592224,3.2678068
"kryminał",U,2.3076923,2.2692308,2.4615386,3.5,2.0769231,6.3947787,6.803772,6.709293,5.6120367,6.976593,4.4784474
"sąsiedzki",U,3.7692308,1.7307693,1.4230769,1.4615384,1.3076923,3.736299,6.3574777,6.6276655,6.5765405,6.74245,3.2917824
nagana,U,1.2692307,3.4230769,3.7307692,3.7692308,1.7692307,7.8410153,6.060172,5.8331494,5.7475514,7.496513,5.1119103
heteroseksualny,U,3.5769231,1.5384616,1.2692307,1.5,1.6153846,4.1573954,6.857931,7.0614724,6.875801,6.784273,3.348082
laboratoryjny,U,2.8076923,1.1923077,1.3846154,2.4615386,1.7692307,5.0828137,6.91563,6.738526,5.6897864,6.4243364,3.1821215
dokument,U,2.5,1.8076923,1.4615384,2.3461537,1.5,5.442177,6.3166714,6.58053,5.687942,6.513564,2.8295555
"świąteczny",U,4.8846154,1.6153846,1.8846154,1.8076923,1.5769231,2.985472,7.4406657,7.2156534,7.2857184,7.496575,5.039687
"wątły",U,1.5769231,2.1538463,2.7307692,2.4615386,2.5769231,6.8151298,6.3444624,5.763669,6.087438,5.79967,4.037647
potop,U,1.7307693,2.8076923,3.9615386,4.1538463,2.0384614,7.841689,7.145981,6.096428,5.8792944,7.7553134,5.581678
agresywny,U,1.3846154,4.5,3.7307692,4.9615383,3.7692308,9.178965,6.867978,7.646538,6.566035,7.6147227,7.0663404
walizka,U,3.3846154,1.6153846,1.8461539,1.8076923,1.1538461,4.373046,6.564225,6.256874,6.342552,6.972993,3.3723197
dziarski,U,3.8076923,1.7307693,1.1923077,1.4230769,1.2307693,3.6288946,6.3685575,6.912953,6.697047,6.876057,3.4407833
"latać",U,5.3461537,1.2692307,1.5384616,2.8846154,1.1538461,3.1330647,7.7289896,7.5333843,6.323311,7.8161216,5.0401917
katusze,U,1.0769231,3.6923077,4.269231,4.6923075,3.8461537,9.333275,7.5471735,6.889327,6.6613154,7.3827014,6.9199424
"pobożny",U,3.0384614,2.6538463,2.1153846,1.8461539,1.8846154,5.453126,6.018918,6.6275945,6.919022,6.858368,4.040992
cnota,U,4.1538463,1.7307693,1.7692307,2.0769231,1.4615384,4.1147084,6.93773,6.9632487,6.706126,7.2508473,4.266058
"przełomowy",U,5.1538463,1.1153846,1.1923077,2.4615386,1.1538461,2.8914492,7.6613183,7.6212335,6.4930224,7.6459575,4.693551
"chciwość",U,1.1538461,4.3461537,3.6538463,3.1153846,3.8846154,8.742157,6.0960455,6.798403,7.3545403,6.5198483,6.231718
sowa,U,3.5384614,1.2692307,1.7307693,2.5,1.4615384,4.552063,7.136065,6.750982,5.87039,6.959586,3.77796
mleczny,U,3.3461537,1.8076923,1.5384616,1.6538461,1.7307693,4.4936676,6.5785017,6.809596,6.677474,6.5955715,3.3379016
"ząb",U,2.3076923,1.9230769,2.1153846,3.0,1.9615384,6.1778774,6.8117676,6.62104,5.660612,6.7078347,3.667257
walc,U,4.1923075,1.5384616,2.0769231,2.0769231,1.5384616,4.1128354,7.366422,6.88899,6.8501744,7.365742,4.3708844
"leżanka",U,4.1153846,1.3846154,1.8076923,1.6538461,1.3846154,3.526092,7.0448794,6.699106,6.810832,7.0567026,3.8889835
"wspominać",U,4.3846154,2.0384614,4.0384617,1.8846154,1.3461539,4.836915,7.452268,5.552637,7.5654316,7.9614177,5.4110384
"rozkład",U,1.7692307,1.8076923,2.0,2.6153846,2.8076923,6.491537,6.543956,6.375641,5.757873,5.5730534,3.7322824
"stronić",U,1.7307693,2.4615386,2.5384614,2.5769231,1.8461539,6.675226,6.1066008,5.9704027,6.027374,6.6655097,3.6801555
"naród",U,3.8461537,2.0769231,2.3461537,1.7692307,1.4230769,4.4169645,6.600781,6.306242,6.7890553,7.149658,4.158175
zbiorowy,U,2.8076923,1.7692307,1.4230769,2.1923077,1.4615384,5.0422444,6.3024564,6.647132,5.8889737,6.6091847,2.9958072
bikini,U,4.423077,1.2692307,1.7307693,1.5769231,1.5384616,3.3033426,7.206628,6.7793417,6.961545,6.996091,4.2056684
gest,U,4.076923,1.6153846,1.3461539,1.7692307,1.6153846,3.6218195,6.8363137,7.0340695,6.693121,6.803413,3.85714
"gromadzić",U,3.3461537,1.8461539,2.0384614,1.6153846,1.6538461,4.593097,6.5947194,6.33768,6.8799067,6.8341846,3.7014086
powietrze,U,5.1153846,1.1923077,1.5769231,1.5384616,1.2307693,2.7200727,7.5485263,7.2686415,7.274086,7.499346,4.572921
propagandowy,U,1.5769231,3.3461537,2.8846154,2.9615386,3.3461537,7.6672235,6.269088,6.6484785,6.719825,6.2670283,4.921242
"ogórek",U,3.2692308,1.3846154,1.5384616,1.3461539,1.4615384,4.2958536,6.7865415,6.6608806,6.831422,6.7437005,2.9145544
kredyt,U,1.4615384,3.7307692,3.5769231,4.3076925,3.0769231,8.4694195,6.8629093,7.0018253,6.0935025,7.3710027,6.087329
"orzeł",U,4.0384617,1.2692307,1.6923077,2.0,1.2307693,3.946045,7.1548834,6.7972684,6.4589767,7.1932898,3.978486
reputacja,U,3.6153846,1.8846154,1.4615384,2.1923077,1.5,4.4288936,6.545047,6.903194,6.245292,6.8896036,3.766064
monotonny,U,1.2692307,3.5384614,3.7307692,2.7692308,2.5384614,7.9009504,5.8929615,5.573722,6.676771,6.852841,5.195686
welon,U,4.1538463,1.6923077,2.0,2.2692308,1.3846154,4.0542035,7.1111116,6.85152,6.534533,7.3802457,4.3579226
